1	1	10.2105	18.9687	11.7379	81.0026	22.2029	-21.5565	-0.966702	1.59018	18.4452	0.295382	19.6276	20.5262	18.9608	19.8416	22.4436	22.2296	-0.114308	-0.00555325	0.77	-0.142324	-0.0114813	0.697432	-0.17034	-0.0174094	0.624864	-0.160125	0.0486881	0.604065	-0.153614	0.149568	0.582217	-0.117871	0.138397	0.611108	-0.0956637	0.141885	0.618491	-0.077144	0.145065	0.619612	-0.141836	0.191541	0.597324	-0.140256	0.209918	0.593959	-0.133973	0.231166	0.585596	-0.124279	0.245702	0.574462	-0.153412	0.189972	0.585754	-0.152162	0.209307	0.581869	-0.14554	0.231954	0.572159	-0.134927	0.245969	0.559635	-0.170717	0.187621	0.568459	-0.169592	0.20578	0.564119	-0.16328	0.226202	0.554207	-0.15292	0.238835	0.541643	0.657119	0.327175	0.0599044

1	2	10.1398	19.1022	11.7247	81.2672	22.2926	-21.6433	-0.97405	1.59663	18.5196	0.304772	19.7071	20.6092	19.0373	19.9218	22.5342	22.3195	-0.114308	-0.00555325	0.77	-0.142365	-0.0114397	0.697447	-0.170421	-0.0173262	0.624894	-0.160174	0.0487953	0.604216	-0.153616	0.149697	0.582571	-0.117857	0.138452	0.611399	-0.0956415	0.141919	0.618758	-0.077122	0.145094	0.619853	-0.141809	0.191624	0.597762	-0.14022	0.210004	0.594435	-0.133925	0.231259	0.586107	-0.124223	0.245799	0.574988	-0.153394	0.190086	0.5862	-0.152135	0.209425	0.582354	-0.145501	0.23208	0.572681	-0.134881	0.246099	0.560171	-0.170712	0.187781	0.568917	-0.169576	0.205944	0.564615	-0.163251	0.226375	0.554737	-0.152885	0.239012	0.542186	0.655567	0.335561	0.0598914

1	3	10.119	19.1414	11.7208	81.3449	22.3189	-21.6687	-0.976215	1.59852	18.5414	0.307577	19.7304	20.6335	19.0598	19.9453	22.5608	22.3459	-0.114308	-0.00555325	0.77	-0.142365	-0.0114397	0.697447	-0.170421	-0.0173262	0.624894	-0.160174	0.0487953	0.604216	-0.153616	0.149697	0.582571	-0.117857	0.138452	0.611399	-0.0956415	0.141919	0.618758	-0.077122	0.145094	0.619853	-0.141809	0.191624	0.597762	-0.14022	0.210004	0.594435	-0.133925	0.231259	0.586107	-0.124223	0.245799	0.574988	-0.153394	0.190086	0.5862	-0.152135	0.209425	0.582354	-0.145501	0.23208	0.572681	-0.134881	0.246099	0.560171	-0.170712	0.187781	0.568917	-0.169576	0.205944	0.564615	-0.163251	0.226375	0.554737	-0.152885	0.239012	0.542186	0.655567	0.335561	0.0598914

1	4	10.119	19.1414	11.7208	81.3449	22.3189	-21.6687	-0.976215	1.59852	18.5414	0.307577	19.7304	20.6335	19.0598	19.9453	22.5608	22.3459	-0.114308	-0.00555325	0.77	-0.138939	-0.00476827	0.695583	-0.155964	0.01263	0.618996	-0.151787	0.0792468	0.597438	-0.150506	0.180648	0.572944	-0.11113	0.170423	0.596586	-0.0874813	0.174054	0.597661	-0.0691505	0.177119	0.593025	-0.135385	0.223206	0.584007	-0.131651	0.240804	0.579104	-0.122541	0.25939	0.567416	-0.104465	0.2816	0.547631	-0.144819	0.237874	0.572125	-0.142005	0.255677	0.564476	-0.13333	0.273892	0.54859	-0.122134	0.281332	0.531357	-0.165354	0.234594	0.557531	-0.165257	0.251428	0.549399	-0.160108	0.268522	0.533933	-0.150752	0.275933	0.516954	0.486425	0.202786	0.0592053

1	5	-2.71947	16.7429	10.5333	66.9605	33.0097	-15.5022	-1.54361	6.27691	25.9813	0.392724	22.196	27.3933	23.3293	27.1189	24.8668	25.3222	-0.114308	-0.00555325	0.77	-0.131589	0.0117789	0.694701	-0.148872	0.0291065	0.619403	-0.146677	0.0958542	0.597956	-0.147067	0.19733	0.572662	-0.106898	0.187339	0.594552	-0.0832455	0.190812	0.593298	-0.0654963	0.19364	0.586644	-0.130879	0.240006	0.582047	-0.126309	0.257095	0.576397	-0.116262	0.274201	0.563348	-0.104465	0.2816	0.547631	-0.144819	0.237874	0.572125	-0.142005	0.255677	0.564476	-0.13333	0.273892	0.54859	-0.122134	0.281332	0.531357	-0.165354	0.234594	0.557531	-0.165257	0.251428	0.549399	-0.160108	0.268522	0.533933	-0.150752	0.275933	0.516954	0.486425	0.202786	0.0592053

1	6	-9.49082	15.7537	10.0448	60.1979	37.4042	-12.9607	-1.72604	8.20092	29.0704	0.396323	23.2112	30.1742	25.0871	30.0698	25.8151	26.546	-0.114308	-0.00555325	0.77	-0.125693	0.0263033	0.69813	-0.137081	0.0581512	0.626259	-0.136522	0.125525	0.606834	-0.137736	0.227591	0.582909	-0.0971723	0.216925	0.602708	-0.0739145	0.219788	0.598582	-0.0573171	0.222114	0.589518	-0.119837	0.269939	0.590992	-0.11389	0.286153	0.58464	-0.102457	0.3009	0.570195	-0.0905116	0.304773	0.553562	-0.134403	0.268019	0.581402	-0.130837	0.284916	0.572597	-0.121281	0.300793	0.554985	-0.109948	0.305189	0.536958	-0.155728	0.264936	0.5674	-0.155918	0.281114	0.558209	-0.150983	0.29666	0.541317	-0.14173	0.301821	0.523626	0.441035	0.173615	0.0588337

1	7	-26.4891	13.7391	9.05114	46.6098	46.3219	-7.79261	-1.97435	12.1057	35.3502	0.254643	25.2777	35.8237	28.6641	36.064	27.744	29.0317	-0.114308	-0.00555325	0.77	-0.123413	0.0320549	0.70067	-0.132521	0.0696536	0.631339	-0.132127	0.137418	0.61334	-0.133059	0.239895	0.590906	-0.0925492	0.228621	0.610038	-0.0695128	0.231189	0.605021	-0.0533879	0.233347	0.59523	-0.114421	0.281949	0.598974	-0.107918	0.297822	0.59253	-0.095978	0.311707	0.577779	-0.0840902	0.314357	0.560994	-0.129173	0.280265	0.589424	-0.125258	0.296854	0.580379	-0.115316	0.311927	0.562377	-0.103929	0.315298	0.544252	-0.150723	0.277475	0.575515	-0.150929	0.293477	0.566106	-0.145957	0.308563	0.548906	-0.13666	0.313015	0.531128	0.42699	0.173615	0.0586912

1	8	-26.4891	13.7391	9.05114	46.6098	46.3219	-7.79261	-1.97435	12.1057	35.3502	0.254643	25.2777	35.8237	28.6641	36.064	27.744	29.0317	-0.114308	-0.00555325	0.77	-0.121914	0.0357984	0.702852	-0.129524	0.077141	0.635701	-0.129107	0.145146	0.618696	-0.129666	0.247878	0.597305	-0.0892458	0.236135	0.61601	-0.0663898	0.238483	0.610418	-0.0506081	0.240521	0.600172	-0.110484	0.289693	0.605378	-0.1036	0.305308	0.598875	-0.0913474	0.318575	0.583931	-0.0795702	0.320389	0.567073	-0.125354	0.288197	0.595848	-0.121191	0.304561	0.586651	-0.110992	0.319064	0.568412	-0.0995954	0.321729	0.550256	-0.147046	0.285639	0.581991	-0.14724	0.301523	0.572446	-0.142221	0.316292	0.555061	-0.132888	0.32026	0.537256	0.418187	0.17373	0.0585876

1	9	-29.8554	13.377	8.87277	44.2411	47.9202	-6.86567	-2.00648	12.8056	36.476	0.215606	25.6487	36.8367	29.3063	37.1387	28.0901	29.4771	-0.114308	-0.00555325	0.77	-0.120429	0.0394686	0.705261	-0.126553	0.084482	0.640519	-0.126066	0.152718	0.624519	-0.126183	0.255693	0.604179	-0.085862	0.24346	0.62245	-0.0604275	0.251326	0.621691	-0.0453096	0.253142	0.610607	-0.102869	0.303398	0.618523	-0.0952723	0.318492	0.611899	-0.0824826	0.330556	0.596586	-0.0710169	0.330806	0.579605	-0.117959	0.302284	0.609036	-0.113321	0.318206	0.599553	-0.102663	0.331604	0.580873	-0.0913016	0.332928	0.562674	-0.139922	0.300198	0.595286	-0.140073	0.31586	0.585483	-0.134953	0.330025	0.56775	-0.125563	0.333073	0.549904	0.401397	0.173536	0.0583919

1	10	-38.5208	12.4458	8.41367	38.1432	52.035	-4.47925	-2.08853	14.6076	39.3743	0.115773	26.6036	39.4447	30.9595	39.9054	28.9811	30.6239	-0.114308	-0.00555325	0.77	-0.117428	0.0466993	0.711251	-0.120551	0.0989462	0.652501	-0.119673	0.167609	0.638626	-0.118507	0.271018	0.620495	-0.078472	0.257651	0.637831	-0.0562623	0.259256	0.630441	-0.0416301	0.260918	0.618808	-0.0974243	0.311943	0.628537	-0.0893437	0.326638	0.621819	-0.0762468	0.337832	0.606249	-0.0651075	0.337011	0.589204	-0.112664	0.311121	0.619087	-0.107695	0.326715	0.609408	-0.0967523	0.339315	0.590436	-0.0854773	0.339701	0.57223	-0.134813	0.309398	0.605421	-0.132968	0.328071	0.599329	-0.127745	0.341647	0.581281	-0.118331	0.343809	0.563425	0.385303	0.172653	0.0581964

1	11	-40.4531	12.2384	8.31137	36.7837	52.9524	-3.94718	-2.10578	15.0094	40.0205	0.0940199	26.8166	40.0261	31.3281	40.5222	29.1798	30.8795	-0.114308	-0.00555325	0.77	-0.116284	0.049372	0.713989	-0.118262	0.104293	0.657977	-0.117133	0.173103	0.644965	-0.115321	0.276656	0.627726	-0.0754292	0.262794	0.644671	-0.05343	0.26418	0.636792	-0.0391414	0.265741	0.624796	-0.0936606	0.317287	0.635741	-0.0837446	0.333458	0.63166	-0.0704168	0.343821	0.615848	-0.0596672	0.342023	0.598758	-0.10764	0.318633	0.629068	-0.102368	0.333905	0.619207	-0.0911949	0.345741	0.599971	-0.0800522	0.345255	0.581775	-0.129964	0.317275	0.615493	-0.130011	0.332638	0.605359	-0.12475	0.345971	0.587187	-0.115338	0.347772	0.569334	0.378519	0.172103	0.0581137

